Symbol,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Issuance Of Capital Stock,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Common Stock Issuance,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Sale Of PPE,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Tax Payable,Change In Income Tax Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Pension And Employee Benefit Expense,Gain Loss On Sale Of Business,Net Income From Continuing Operations,Capital Expenditure Reported,Change In Other Working Capital,Change In Other Current Assets,Change In Accrued Expense,Net Preferred Stock Issuance,Preferred Stock Payments,Change In Prepaid Assets,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Gain Loss On Investment Securities,Short Term Debt Payments,Short Term Debt Issuance,Provisionand Write Offof Assets,Gain Loss On Sale Of PPE,Change In Other Current Liabilities,Unrealized Gain Loss On Investment Securities,Earnings Losses From Equity Investments,Other Cash Adjustment Inside Changein Cash,Cash Flow From Discontinued Operation,Preferred Stock Issuance,Net Foreign Currency Exchange Gain Loss,Amortization Of Securities,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Cash From Discontinued Operating Activities,Dividend Received Cfo,Preferred Stock Dividend Paid,Net Investment Properties Purchase And Sale,Sale Of Investment Properties,Purchase Of Investment Properties,Other Cash Adjustment Outside Changein Cash,Change In Interest Payable,Sale Of Intangibles,Interest Received Cfi,Dividends Received Cfi,Excess Tax Benefit From Stock Based Compensation,Interest Paid Cff,Dividend Paid Cfo,Depletion,Taxes Refund Paid,Cash Flowsfromusedin Operating Activities Direct,Classesof Cash Payments,Other Cash Paymentsfrom Operating Activities,Paymentson Behalfof Employees,Classesof Cash Receiptsfrom Operating Activities,Other Cash Receiptsfrom Operating Activities,Interest Paid Cfo
LVS,1970000000.0,-505000000.0,-2069000000.0,0.0,,-1257000000.0,746000000.0,176000000.0,5229000000.0,6436000000.0,8000000.0,-1215000000.0,-3188000000.0,-3188000000.0,-313000000.0,4000000.0,-305000000.0,-305000000.0,-505000000.0,-505000000.0,,-2069000000.0,,-2069000000.0,-2069000000.0,0.0,-1254000000.0,-1254000000.0,,,,,,,,3000000.0,3000000.0,,3227000000.0,3227000000.0,390000000.0,76000000.0,76000000.0,76000000.0,,,,-217000000.0,-217000000.0,31000000.0,44000000.0,,44000000.0,44000000.0,1266000000.0,1266000000.0,17000000.0,,,1431000000.0,-1017000000.0,,-50000000.0,,,,,,,1266000000.0,-1000000.0,,,4000000.0,,581000000.0,,,,0.0,,7000000.0,,-240000000.0,-240000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
LDOS,958000000.0,-246000000.0,-2045000000.0,1743000000.0,50000000.0,-207000000.0,207000000.0,435000000.0,777000000.0,683000000.0,6000000.0,239000000.0,-715000000.0,-715000000.0,-16000000.0,,-201000000.0,-201000000.0,-196000000.0,-246000000.0,50000000.0,-302000000.0,,-302000000.0,-2045000000.0,1743000000.0,-211000000.0,-211000000.0,,,,,-4000000.0,2000000.0,-6000000.0,-207000000.0,,-207000000.0,1165000000.0,1165000000.0,-57000000.0,26000000.0,31000000.0,31000000.0,,,,-65000000.0,,28000000.0,77000000.0,687000000.0,-109000000.0,-109000000.0,331000000.0,331000000.0,,,,208000000.0,,-158000000.0,140000000.0,-5000000.0,,,,202000000.0,202000000.0,129000000.0,,,,,,,,,,,,,,,,,,,,,,,,-151000000.0,,,,,,,,,,,,,,,,
LEN,5079939000.0,-1182711000.0,-1226251000.0,0.0,,-99799000.0,81223000.0,1864941000.0,6570938000.0,4815770000.0,,1755168000.0,-3247589000.0,-3247589000.0,-436779000.0,,-430560000.0,-430560000.0,-1182711000.0,-1182711000.0,,-1197539000.0,28712000.0,-1226251000.0,-1226251000.0,0.0,-176981000.0,-176981000.0,27544000.0,-3327000.0,4673000.0,-8000000.0,-201042000.0,0.0,-201042000.0,-99799000.0,,-99799000.0,5179738000.0,5179738000.0,571536000.0,-625862000.0,-625862000.0,-625862000.0,,,2274083000.0,-329191000.0,,-1651000.0,160720000.0,,-67968000.0,-67968000.0,110164000.0,110164000.0,279980000.0,,0.0,3961291000.0,,,-451733000.0,,,,-295761000.0,,,,151996000.0,,,,,,112541000.0,144610000.0,,,,,,,,,,,53125000.0,,,,,,,,,99643000.0,,,,,,,,,,,,
LLY,-3152000000.0,-750000000.0,0.0,3958500000.0,,-7392100000.0,,,2818600000.0,2067000000.0,168600000.0,583000000.0,3495600000.0,3495600000.0,-335000000.0,,-4069300000.0,-4069300000.0,-750000000.0,-750000000.0,,8649900000.0,4691400000.0,3958500000.0,0.0,3958500000.0,-7152700000.0,-7152700000.0,-191900000.0,-128700000.0,700300000.0,-829000000.0,-1044300000.0,,-1044300000.0,-3447600000.0,,-3447600000.0,4240100000.0,4240100000.0,-3055000000.0,4274400000.0,4274400000.0,4274400000.0,,,-1425000000.0,-2451000000.0,,4095300000.0,628500000.0,,-2341000000.0,-2341000000.0,1527300000.0,1527300000.0,-1855400000.0,,,5240400000.0,,,-3453400000.0,,,,,,,,,,,,-1878900000.0,,,,,,,,,-2340200000.0,-3944500000.0,,,,,,,,,,,1604300000.0,,,,,,,,,,,,,,
LIN,5518000000.0,-3958000000.0,-1682000000.0,2188000000.0,33000000.0,-3787000000.0,451000000.0,1955000000.0,4664000000.0,5436000000.0,-7000000.0,-765000000.0,-5400000000.0,-5400000000.0,-53000000.0,,-2482000000.0,-2482000000.0,-3925000000.0,-3958000000.0,33000000.0,1060000000.0,554000000.0,506000000.0,-1682000000.0,2188000000.0,-4670000000.0,-4670000000.0,,,,,-883000000.0,70000000.0,-953000000.0,,,,9305000000.0,9305000000.0,-483000000.0,-168000000.0,,,,,-127000000.0,-86000000.0,-86000000.0,-284000000.0,141000000.0,,-84000000.0,-84000000.0,3816000000.0,3816000000.0,,,,6199000000.0,-3787000000.0,-168000000.0,,,,,66000000.0,550000000.0,550000000.0,3266000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYV,895537000.0,,-730643000.0,1061026000.0,0.0,-475257000.0,57367000.0,175148000.0,6238956000.0,5612374000.0,38874000.0,587708000.0,-87281000.0,-87281000.0,-436928000.0,19264000.0,,,0.0,,0.0,330383000.0,,330383000.0,-730643000.0,1061026000.0,-695805000.0,-695805000.0,-149616000.0,,,,-70932000.0,1524000.0,-72456000.0,-438604000.0,,-438604000.0,1370794000.0,1370794000.0,-159985000.0,460496000.0,460496000.0,460496000.0,,,,-550670000.0,-550670000.0,129219000.0,115959000.0,,-44018000.0,-44018000.0,516797000.0,516797000.0,48047000.0,,-979000.0,734317000.0,,133023000.0,,,,,-202834000.0,250207000.0,250207000.0,266590000.0,,,,78336000.0,,,-47878000.0,30522000.0,,,,,,-36653000.0,-36653000.0,,,,,,,,,,,,,,,,,,,,,,,,,
LKQ,998000000.0,-38000000.0,-3106000000.0,4611000000.0,,-358000000.0,197000000.0,305000000.0,299000000.0,278000000.0,5000000.0,16000000.0,1102000000.0,1102000000.0,-63000000.0,,-302000000.0,-302000000.0,-38000000.0,-38000000.0,,1505000000.0,,1505000000.0,-3106000000.0,4611000000.0,-2442000000.0,-2442000000.0,-29000000.0,49000000.0,49000000.0,,-2115000000.0,110000000.0,-2225000000.0,-347000000.0,11000000.0,-358000000.0,1356000000.0,1356000000.0,77000000.0,-5000000.0,-5000000.0,-5000000.0,,,71000000.0,5000000.0,,17000000.0,40000000.0,,13000000.0,13000000.0,319000000.0,319000000.0,-48000000.0,,0.0,938000000.0,,6000000.0,,,,,,126000000.0,126000000.0,193000000.0,,,,,,,,,,,,-49000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMT,6229000000.0,-6000000000.0,-115000000.0,1975000000.0,,-1691000000.0,,,1442000000.0,2547000000.0,,-1105000000.0,-7331000000.0,-7331000000.0,-135000000.0,,-3056000000.0,,-6000000000.0,-6000000000.0,,1860000000.0,,1860000000.0,-115000000.0,1975000000.0,-1694000000.0,-1694000000.0,-3000000.0,,,,,,,,,,7920000000.0,7920000000.0,-194000000.0,18000000.0,18000000.0,151000000.0,-133000000.0,-133000000.0,-44000000.0,-492000000.0,373000000.0,-95000000.0,265000000.0,,-498000000.0,-498000000.0,1430000000.0,1430000000.0,92000000.0,92000000.0,,6920000000.0,-1691000000.0,324000000.0,,,,,,510000000.0,510000000.0,920000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,3221000000.0,-849000000.0,-878000000.0,778000000.0,,-686000000.0,385000000.0,304000000.0,399000000.0,532000000.0,5000000.0,-138000000.0,-1300000000.0,-1300000000.0,-294000000.0,,-57000000.0,-57000000.0,-849000000.0,-849000000.0,,-100000000.0,,-100000000.0,-878000000.0,778000000.0,-2745000000.0,-2745000000.0,-178000000.0,-1309000000.0,5680000000.0,-6989000000.0,-572000000.0,231000000.0,-803000000.0,-686000000.0,,-686000000.0,3907000000.0,3907000000.0,1708000000.0,,,,,,,-268000000.0,,109000000.0,,,127000000.0,127000000.0,,538000000.0,71000000.0,,,1545000000.0,,,-88000000.0,,,,,,,,53000000.0,,,,,-95000000.0,,18000000.0,,,,,-191000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOW,6176000000.0,-6138000000.0,-601000000.0,2983000000.0,,-1964000000.0,1464000000.0,3700000000.0,921000000.0,1348000000.0,0.0,-427000000.0,-6666000000.0,-6666000000.0,-21000000.0,141000000.0,-2531000000.0,-2531000000.0,-6138000000.0,-6138000000.0,,1883000000.0,-499000000.0,2382000000.0,-601000000.0,2983000000.0,-1901000000.0,-1901000000.0,-27000000.0,-63000000.0,1722000000.0,-1785000000.0,100000000.0,100000000.0,,53000000.0,53000000.0,,8140000000.0,8140000000.0,-2228000000.0,-1820000000.0,-1820000000.0,-1820000000.0,,,1637000000.0,,,499000000.0,210000000.0,83000000.0,6000000.0,6000000.0,1923000000.0,1923000000.0,-79000000.0,,-79000000.0,7726000000.0,-1964000000.0,-170000000.0,182000000.0,,,,,,,,,,,,,-2057000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LULU,1644299000.0,-558652000.0,,,,-651865000.0,234000.0,824213000.0,2243971000.0,1154867000.0,-4100000.0,1093204000.0,-548828000.0,-548828000.0,-32000.0,9856000.0,,,-558652000.0,-558652000.0,,,,,,,-654132000.0,-654132000.0,-658000.0,-1609000.0,,,,,,-651865000.0,,-651865000.0,2296164000.0,2296164000.0,199223000.0,-67563000.0,4171000.0,177367000.0,-173196000.0,-173196000.0,66584000.0,,,-28547000.0,93560000.0,74501000.0,-28383000.0,-28383000.0,379384000.0,379384000.0,32527000.0,,,1550190000.0,,192177000.0,-53280000.0,-71734000.0,,,49075000.0,5000000.0,5000000.0,374000000.0,32527000.0,,,23709000.0,,12230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYB,3411000000.0,-211000000.0,-425000000.0,500000000.0,,-1531000000.0,487000000.0,465000000.0,3405000000.0,2156000000.0,34000000.0,1215000000.0,-1950000000.0,-1950000000.0,-4000000.0,,-1610000000.0,-1610000000.0,-211000000.0,-211000000.0,,-125000000.0,-200000000.0,75000000.0,-425000000.0,500000000.0,-1777000000.0,-1777000000.0,-329000000.0,83000000.0,903000000.0,-820000000.0,,,,-1531000000.0,,-1531000000.0,4942000000.0,4942000000.0,269000000.0,141000000.0,141000000.0,141000000.0,,,18000000.0,110000000.0,110000000.0,177000000.0,91000000.0,518000000.0,43000000.0,43000000.0,1534000000.0,1534000000.0,20000000.0,,,2121000000.0,,,,,,,,,,,,,,,,,,20000000.0,,,,,,,,,,,169000000.0,,,,,,,,,,,,,,,,,,,,,
MTB,3649000000.0,-594000000.0,-824000000.0,5035000000.0,0.0,-256000000.0,2691000000.0,452000000.0,1731000000.0,1520000000.0,,211000000.0,4180000000.0,4180000000.0,18000000.0,,-968000000.0,-868000000.0,-594000000.0,-594000000.0,,5972000000.0,1761000000.0,4211000000.0,-824000000.0,5035000000.0,-7874000000.0,-7874000000.0,-440000000.0,-1572000000.0,2927000000.0,-4499000000.0,0.0,0.0,,,,,3905000000.0,3905000000.0,364000000.0,,,,,,,,,,,4000000.0,-97000000.0,-97000000.0,497000000.0,497000000.0,-249000000.0,,,2741000000.0,-256000000.0,556000000.0,,,0.0,,,193000000.0,193000000.0,304000000.0,,,,,,,,,,,0.0,,,,,,,,,-100000000.0,,,,,,,,,,,,,,,,,,,,
MRO,2054000000.0,,-2399000000.0,1898000000.0,,-2033000000.0,329000000.0,106000000.0,155000000.0,334000000.0,,-179000000.0,-2260000000.0,-2260000000.0,-35000000.0,-1473000000.0,-251000000.0,,,,,-501000000.0,450000000.0,-951000000.0,-2399000000.0,1448000000.0,-2006000000.0,-2006000000.0,-22000000.0,,,,49000000.0,61000000.0,-12000000.0,,,,4087000000.0,4087000000.0,-100000000.0,-10000000.0,,,,,-64000000.0,-21000000.0,,58000000.0,43000000.0,2000000.0,299000000.0,299000000.0,2211000000.0,,20000000.0,-33000000.0,,1554000000.0,-2033000000.0,-5000000.0,,,,,,,,,-13000000.0,,450000000.0,,,,,83000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPC,12227000000.0,-11572000000.0,-1079000000.0,1589000000.0,62000000.0,-1890000000.0,1225000000.0,2751000000.0,5446000000.0,8631000000.0,,-3185000000.0,-14207000000.0,-14207000000.0,-1946000000.0,,-1261000000.0,-1261000000.0,-11510000000.0,-11572000000.0,62000000.0,510000000.0,0.0,510000000.0,-1079000000.0,1589000000.0,-3095000000.0,-3095000000.0,738000000.0,-1697000000.0,7405000000.0,-9102000000.0,-246000000.0,,-246000000.0,-1890000000.0,,-1890000000.0,14117000000.0,14117000000.0,160000000.0,-1316000000.0,,,,,-489000000.0,1972000000.0,,-490000000.0,,,107000000.0,107000000.0,3307000000.0,3307000000.0,-1080000000.0,-191000000.0,,11172000000.0,,-7000000.0,,,,,,,,,70000000.0,0.0,0.0,,,,,-742000000.0,,0.0,,,,,,,0.0,0.0,941000000.0,,,,,,,,,,,,,,,,,,,,,
MKTX,281319000.0,0.0,-123995000.0,123995000.0,,-52448000.0,1870000.0,94814000.0,611672000.0,572664000.0,7588000.0,31420000.0,-147057000.0,-147057000.0,-38339000.0,940000.0,-109658000.0,-109658000.0,0.0,0.0,,0.0,0.0,,,,-155290000.0,-155290000.0,,-24366000.0,4452000.0,-28818000.0,-78476000.0,,-78476000.0,-9326000.0,,-9326000.0,333767000.0,333767000.0,-25678000.0,207466000.0,206000000.0,220691000.0,-14691000.0,-14691000.0,,-188160000.0,-188160000.0,-3113000.0,29190000.0,,-5815000.0,-5815000.0,76410000.0,76410000.0,4718000.0,,,258055000.0,-43122000.0,-1103000.0,-25248000.0,1466000.0,,,-11898000.0,,,76410000.0,,-123995000.0,123995000.0,,,-6735000.0,,,,,,4718000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,2718000000.0,-3953000000.0,-684000000.0,1918000000.0,29000000.0,-452000000.0,,,366000000.0,525000000.0,,-159000000.0,-2864000000.0,-2864000000.0,-133000000.0,,-587000000.0,-587000000.0,-3924000000.0,-3953000000.0,29000000.0,1780000000.0,546000000.0,1234000000.0,-684000000.0,1918000000.0,-465000000.0,-465000000.0,17000000.0,,,,-101000000.0,,-101000000.0,71000000.0,71000000.0,,3170000000.0,3170000000.0,69000000.0,,,,,,,,,148000000.0,205000000.0,,-612000000.0,-612000000.0,277000000.0,277000000.0,,,,3083000000.0,-452000000.0,,,,,,,,,277000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMC,3842000000.0,-1150000000.0,-412000000.0,2315000000.0,199000000.0,-416000000.0,499000000.0,1119000000.0,14152000000.0,12102000000.0,328000000.0,1722000000.0,-1119000000.0,-1119000000.0,-773000000.0,,-1298000000.0,-1298000000.0,-951000000.0,-1150000000.0,199000000.0,1903000000.0,0.0,1903000000.0,-266000000.0,2169000000.0,-1417000000.0,-1417000000.0,11000000.0,-19000000.0,38000000.0,-57000000.0,-993000000.0,,-993000000.0,,,,4258000000.0,4258000000.0,-908000000.0,195000000.0,,,,,,-467000000.0,,277000000.0,363000000.0,,,,713000000.0,713000000.0,11000000.0,,0.0,3802000000.0,-416000000.0,-230000000.0,-154000000.0,195000000.0,,,,343000000.0,343000000.0,370000000.0,-5000000.0,-146000000.0,146000000.0,,,-252000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLM,878100000.0,-172100000.0,-717600000.0,0.0,,-650300000.0,158900000.0,291500000.0,1282300000.0,358800000.0,,923500000.0,-1063600000.0,-1063600000.0,-1100000.0,1200000.0,-174000000.0,-174000000.0,-172100000.0,-172100000.0,,-717600000.0,,-717600000.0,-717600000.0,0.0,458700000.0,458700000.0,702100000.0,7400000.0,7400000.0,,399500000.0,426500000.0,-27000000.0,-650300000.0,,-650300000.0,1528400000.0,1528400000.0,-149700000.0,-17000000.0,-17000000.0,-17000000.0,,,-188700000.0,31400000.0,31400000.0,-16500000.0,50000000.0,,-36100000.0,-36100000.0,513200000.0,507300000.0,-1900000.0,,-1900000.0,1169400000.0,,24600000.0,,,,,,27800000.0,27800000.0,479500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900000.0,,,,,,,,
MAS,1170000000.0,-353000000.0,-282000000.0,77000000.0,,-243000000.0,,,634000000.0,452000000.0,6000000.0,176000000.0,-854000000.0,-855000000.0,-77000000.0,38000000.0,-257000000.0,-257000000.0,-353000000.0,-353000000.0,,-205000000.0,0.0,-205000000.0,-205000000.0,0.0,-383000000.0,-383000000.0,-6000000.0,2000000.0,2000000.0,,-136000000.0,0.0,-136000000.0,,,,1413000000.0,1414000000.0,241000000.0,-34000000.0,,,,,233000000.0,42000000.0,,26000000.0,31000000.0,15000000.0,-3000000.0,-3000000.0,149000000.0,149000000.0,-6000000.0,-6000000.0,0.0,960000000.0,-243000000.0,,,,,,,34000000.0,34000000.0,115000000.0,,-77000000.0,77000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
MA,10892000000.0,-9032000000.0,0.0,1554000000.0,,-1088000000.0,,,10465000000.0,9196000000.0,128000000.0,1141000000.0,-9488000000.0,-9488000000.0,-89000000.0,237000000.0,-2158000000.0,-2158000000.0,-9032000000.0,-9032000000.0,,1554000000.0,,1554000000.0,0.0,1554000000.0,-1351000000.0,-1351000000.0,-6000000.0,-257000000.0,479000000.0,-736000000.0,0.0,,0.0,-371000000.0,,-371000000.0,11980000000.0,11980000000.0,-1943000000.0,-32000000.0,-228000000.0,-99000000.0,-129000000.0,-129000000.0,,-717000000.0,-546000000.0,1644000000.0,460000000.0,,-236000000.0,-236000000.0,799000000.0,799000000.0,61000000.0,,,11195000000.0,-717000000.0,922000000.0,40000000.0,196000000.0,,,-2438000000.0,,,,61000000.0,,,,,282000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTCH,829379000.0,-546198000.0,,0.0,,-67412000.0,152481000.0,110428000.0,862440000.0,572516000.0,3782000.0,286142000.0,-534068000.0,-534068000.0,-7786000.0,19916000.0,,,-546198000.0,-546198000.0,,0.0,,0.0,,0.0,-76581000.0,-76581000.0,2398000.0,,,,-11567000.0,,-11567000.0,,,,896791000.0,896791000.0,-132862000.0,-5961000.0,-5961000.0,-5961000.0,,,,-107412000.0,-107412000.0,9932000.0,232099000.0,47731000.0,26612000.0,26612000.0,61807000.0,61807000.0,,,,651472000.0,-67412000.0,-44544000.0,25055000.0,,,,,,,61807000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKC,973400000.0,-35700000.0,-268100000.0,496400000.0,,-263900000.0,,,166600000.0,334000000.0,40000000.0,-207400000.0,-1184200000.0,-1184200000.0,-10300000.0,16600000.0,-418500000.0,-418500000.0,-35700000.0,-35700000.0,,-736300000.0,-964600000.0,228300000.0,-268100000.0,496400000.0,-260500000.0,-260500000.0,2400000.0,,,,1000000.0,1000000.0,0.0,,,,1237300000.0,1237300000.0,269300000.0,-68100000.0,-68100000.0,-68100000.0,,,225000000.0,3400000.0,3400000.0,,63400000.0,0.0,-5400000.0,-5400000.0,199300000.0,199300000.0,-55000000.0,,1200000.0,680600000.0,-263900000.0,109000000.0,,,,,,,,,,,,,,,,-56400000.0,,,,,,0.0,,,,,85100000.0,,,,,,,0.0,,,,,,,,,,,,,,
MCD,7254500000.0,-3054300000.0,-2441100000.0,5221100000.0,,-2357400000.0,1286900000.0,2992900000.0,4579300000.0,2583800000.0,-57800000.0,2053300000.0,-4374100000.0,-4374100000.0,-39600000.0,259800000.0,-4532800000.0,-4532800000.0,-3054300000.0,-3054300000.0,,2992800000.0,212800000.0,2780000000.0,-2441100000.0,5221100000.0,-3184500000.0,-3184500000.0,-676100000.0,,,,-245900000.0,195300000.0,-441200000.0,94900000.0,94900000.0,,9611900000.0,9611900000.0,-108000000.0,256600000.0,50400000.0,50400000.0,,,16700000.0,-161000000.0,-161000000.0,-112700000.0,175200000.0,,-686400000.0,-686400000.0,1978200000.0,1978200000.0,-103200000.0,,-103200000.0,8468800000.0,-2357400000.0,-220300000.0,,206200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCK,3627000000.0,-3025000000.0,-20899000000.0,20955000000.0,116000000.0,-687000000.0,234000000.0,901000000.0,4583000000.0,4679000000.0,6000000.0,-100000000.0,-3342000000.0,-3342000000.0,-175000000.0,,-314000000.0,-314000000.0,-2909000000.0,-3025000000.0,116000000.0,56000000.0,0.0,56000000.0,-935000000.0,991000000.0,-1072000000.0,-1072000000.0,-160000000.0,,,,-225000000.0,47000000.0,-272000000.0,-431000000.0,,-431000000.0,4314000000.0,4314000000.0,-64000000.0,4587000000.0,4587000000.0,,,,-1294000000.0,-2954000000.0,,341000000.0,,43000000.0,-603000000.0,-603000000.0,635000000.0,635000000.0,-17000000.0,,-17000000.0,3160000000.0,-256000000.0,331000000.0,,,,,,382000000.0,382000000.0,253000000.0,,-19964000000.0,19964000000.0,819000000.0,,-734000000.0,,,0.0,,,,,,,,,,,,,,,-2000000.0,,,,,,,,,,,,,,,,
MDT,5200000000.0,-2138000000.0,0.0,1073000000.0,284000000.0,-1587000000.0,826000000.0,1622000000.0,1284000000.0,1543000000.0,-230000000.0,-29000000.0,-4450000000.0,-4450000000.0,-3000000.0,,-3666000000.0,-3666000000.0,-1854000000.0,-2138000000.0,284000000.0,1073000000.0,1073000000.0,0.0,0.0,0.0,-2366000000.0,-2366000000.0,-261000000.0,-307000000.0,7441000000.0,-7748000000.0,-211000000.0,,-211000000.0,-1587000000.0,,-1587000000.0,6787000000.0,6787000000.0,-484000000.0,391000000.0,,,,,-139000000.0,-391000000.0,-391000000.0,573000000.0,393000000.0,371000000.0,-508000000.0,-508000000.0,2647000000.0,2647000000.0,,,,3705000000.0,,-345000000.0,,,,,,1693000000.0,1693000000.0,954000000.0,,0.0,1073000000.0,90000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRK,9143000000.0,-1346000000.0,-1755000000.0,5939000000.0,,-3863000000.0,,,6909000000.0,12773000000.0,23000000.0,-5887000000.0,-4810000000.0,-4810000000.0,-328000000.0,125000000.0,-7445000000.0,-7445000000.0,-1346000000.0,-1346000000.0,,4184000000.0,0.0,4184000000.0,-1755000000.0,5939000000.0,-14083000000.0,-14083000000.0,-36000000.0,1848000000.0,2803000000.0,-955000000.0,-12032000000.0,,-12032000000.0,,,,13006000000.0,13006000000.0,-2205000000.0,1617000000.0,-166000000.0,-380000000.0,214000000.0,214000000.0,-816000000.0,-1148000000.0,-1148000000.0,11764000000.0,645000000.0,792000000.0,-1899000000.0,-1899000000.0,3872000000.0,3872000000.0,-340000000.0,,,377000000.0,-3863000000.0,-2314000000.0,,1783000000.0,,,,2044000000.0,2044000000.0,1828000000.0,,,,,,456000000.0,,-340000000.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
META,43847000000.0,-19774000000.0,-1058000000.0,8455000000.0,,-27266000000.0,448000000.0,6607000000.0,42827000000.0,15596000000.0,113000000.0,27118000000.0,-19500000000.0,-19500000000.0,-7123000000.0,,,,-19774000000.0,-19774000000.0,,7397000000.0,,7397000000.0,-1058000000.0,8455000000.0,-24495000000.0,-24495000000.0,-23000000.0,3202000000.0,6184000000.0,-2982000000.0,-629000000.0,,-629000000.0,-27045000000.0,221000000.0,-27266000000.0,71113000000.0,71113000000.0,3836000000.0,5132000000.0,-220000000.0,51000000.0,,,,-2399000000.0,-2399000000.0,411000000.0,14027000000.0,2432000000.0,131000000.0,131000000.0,11178000000.0,11178000000.0,,,,39098000000.0,,,-80000000.0,5352000000.0,,,559000000.0,,,,,,,,,624000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MET,13721000000.0,-3103000000.0,-1880000000.0,2671000000.0,,,989000000.0,1883000000.0,20639000000.0,20195000000.0,-91000000.0,535000000.0,-2940000000.0,-2940000000.0,4419000000.0,,-1764000000.0,-1566000000.0,-3103000000.0,-3103000000.0,,791000000.0,,791000000.0,-1880000000.0,2671000000.0,-10246000000.0,-10246000000.0,-143000000.0,-8178000000.0,76096000000.0,-84274000000.0,-755000000.0,915000000.0,-1670000000.0,,,,13721000000.0,13721000000.0,1448000000.0,,,,,,,-1952000000.0,-1952000000.0,-3834000000.0,,,,,,718000000.0,3890000000.0,,,1602000000.0,,-1835000000.0,-663000000.0,,0.0,0.0,,,,,2800000000.0,,,,,2115000000.0,,1090000000.0,,,,,-1332000000.0,,,,,,,-198000000.0,-914000000.0,143000000.0,-1057000000.0,,,,,,,,,,,,,,,,,
MTD,860551000.0,-900000000.0,-2097023000.0,2126797000.0,,-105323000.0,75618000.0,178255000.0,69807000.0,95966000.0,-754000.0,-25405000.0,-859585000.0,-859585000.0,-8593000.0,19234000.0,,,-900000000.0,-900000000.0,,29774000.0,,29774000.0,-2097023000.0,2126797000.0,-131694000.0,-131694000.0,-21395000.0,,,,-5811000.0,,-5811000.0,-104488000.0,835000.0,-105323000.0,965874000.0,965874000.0,51377000.0,-90606000.0,-28294000.0,-40554000.0,12260000.0,12260000.0,71021000.0,50296000.0,50296000.0,,17928000.0,,-13373000.0,-13373000.0,121164000.0,121164000.0,,,,788778000.0,,,20666000.0,-62312000.0,,,,72213000.0,72213000.0,48951000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
